Postcode,Latitude,Longitude,Ward
EH11 1EG,55.936795,-3.226459,Fountainbridge / Craiglockhart
EH11 1EH,55.935677,-3.225991,Fountainbridge / Craiglockhart
EH11 1EJ,55.935669,-3.225815,Fountainbridge / Craiglockhart
EH11 1EL,55.935669,-3.225815,Fountainbridge / Craiglockhart
EH11 1EN,55.937305,-3.223946,Fountainbridge / Craiglockhart
EH11 1EP,55.937231,-3.222871,Fountainbridge / Craiglockhart
EH11 1EQ,55.935598,-3.226661,Fountainbridge / Craiglockhart
EH11 1ER,55.9372,-3.222406,Fountainbridge / Craiglockhart
EH11 1ES,55.937249,-3.222359,Fountainbridge / Craiglockhart
EH11 1ET,55.937627,-3.222307,Fountainbridge / Craiglockhart
EH11 1EU,55.937751,-3.222135,Fountainbridge / Craiglockhart
EH11 1EW,55.93674,-3.223015,Fountainbridge / Craiglockhart
EH11 1EX,55.937497,-3.221838,Fountainbridge / Craiglockhart
EH11 1EY,55.937826,-3.221257,Fountainbridge / Craiglockhart
EH11 1EZ,55.938048,-3.220639,Fountainbridge / Craiglockhart
EH11 1FA,55.942403,-3.215541,Fountainbridge / Craiglockhart
EH11 1FB,55.937052,-3.222337,Fountainbridge / Craiglockhart
EH11 1FD,55.935461,-3.228306,Fountainbridge / Craiglockhart
EH11 1FE,55.935609,-3.228823,Fountainbridge / Craiglockhart
EH11 1FF,55.942408,-3.215525,Fountainbridge / Craiglockhart
EH11 1FH,55.974977,-3.163572,Leith
EH11 1FL,55.941016,-3.214553,Fountainbridge / Craiglockhart
EH11 1GT,55.933667,-3.236045,Sighthill / Gorgie
EH11 1GU,55.934218,-3.23619,Sighthill / Gorgie
EH11 1GW,55.934538,-3.235592,Sighthill / Gorgie
EH11 1GX,55.934055,-3.235369,Sighthill / Gorgie
EH11 1GY,55.934946,-3.236117,Sighthill / Gorgie
EH11 1GZ,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1HA,55.938288,-3.220022,Fountainbridge / Craiglockhart
EH11 1HB,55.938537,-3.219342,Fountainbridge / Craiglockhart
EH11 1HD,55.938712,-3.218899,Fountainbridge / Craiglockhart
EH11 1HE,55.938971,-3.219131,Fountainbridge / Craiglockhart
EH11 1HF,55.938546,-3.220239,Fountainbridge / Craiglockhart
EH11 1HG,55.935093,-3.225525,Fountainbridge / Craiglockhart
EH11 1HH,55.936887,-3.221723,Morningside
EH11 1HJ,55.934762,-3.23656,Sighthill / Gorgie
EH11 1HL,55.938659,-3.217953,Morningside
EH11 1HN,55.938096,-3.217583,Morningside
EH11 1HP,55.937682,-3.217666,Morningside
EH11 1HR,55.937903,-3.218057,Morningside
EH11 1HS,55.938489,-3.218332,Morningside
EH11 1HT,55.93831,-3.218694,Morningside
EH11 1HU,55.938033,-3.219406,Morningside
EH11 1HW,55.937734,-3.217011,Morningside
EH11 1HX,55.937793,-3.220055,Morningside
EH11 1HY,55.937587,-3.220513,Morningside
EH11 1HZ,55.937161,-3.2213,Morningside
EH11 1JA,55.936813,-3.221081,Morningside
EH11 1JB,55.936856,-3.220362,Morningside
EH11 1JD,55.937199,-3.22018,Morningside
EH11 1JE,55.937481,-3.219837,Morningside
EH11 1JF,55.937942,-3.218651,Morningside
EH11 1JG,55.938721,-3.217074,Morningside
EH11 1JH,55.93931,-3.214835,Morningside
EH11 1JJ,55.939674,-3.21435,Morningside
EH11 1JL,55.939976,-3.214248,Morningside
EH11 1JN,55.939613,-3.214092,Morningside
EH11 1JP,55.939067,-3.216685,Morningside
EH11 1JQ,55.93939,-3.215814,Morningside
EH11 1JR,55.936778,-3.221832,Morningside
EH11 1JS,55.937324,-3.217511,Morningside
EH11 1JT,55.93713,-3.218033,Morningside
EH11 1JU,55.937305,-3.218519,Morningside
EH11 1JW,55.93996,-3.213559,Morningside
EH11 1JX,55.937625,-3.218881,Morningside
EH11 1JY,55.937467,-3.219388,Morningside
EH11 1JZ,55.937138,-3.219074,Morningside
EH11 1LA,55.936847,-3.219033,Morningside
EH11 1LB,55.936689,-3.21954,Morningside
EH11 1LD,55.936453,-3.220189,Morningside
EH11 1LE,55.936499,-3.221007,Morningside
EH11 1LF,55.93624,-3.220838,Morningside
EH11 1LG,55.936231,-3.221783,Morningside
EH11 1LH,55.935826,-3.220921,Morningside
EH11 1LJ,55.936243,-3.219654,Morningside
EH11 1LL,55.936489,-3.218862,Morningside
EH11 1LN,55.936901,-3.217593,Morningside
EH11 1LP,55.933134,-3.234075,Fountainbridge / Craiglockhart
EH11 1LQ,55.935999,-3.221583,Morningside
EH11 1LR,55.932788,-3.234128,Fountainbridge / Craiglockhart
EH11 1LS,55.935139,-3.225846,Fountainbridge / Craiglockhart
EH11 1LT,55.934808,-3.225276,Fountainbridge / Craiglockhart
EH11 1LU,55.933974,-3.223713,Morningside
EH11 1LW,55.937442,-3.216554,Morningside
EH11 1LX,55.934708,-3.223079,Morningside
EH11 1LY,55.935285,-3.222506,Morningside
EH11 1LZ,55.935822,-3.222202,Morningside
EH11 1NA,55.935489,-3.220495,Morningside
EH11 1NB,55.93598,-3.219005,Morningside
EH11 1ND,55.93636,-3.217769,Morningside
EH11 1NE,55.936895,-3.216361,Morningside
EH11 1NF,55.936579,-3.215646,Morningside
EH11 1NG,55.936043,-3.21715,Morningside
EH11 1NH,55.933809,-3.222811,Morningside
EH11 1NJ,55.932184,-3.225289,Morningside
EH11 1NL,55.932153,-3.224311,Morningside
EH11 1NN,55.930171,-3.22713,Morningside
EH11 1NP,55.932459,-3.226978,Fountainbridge / Craiglockhart
EH11 1NQ,55.934815,-3.220473,Morningside
EH11 1NR,55.933228,-3.228267,Fountainbridge / Craiglockhart
EH11 1NS,55.933606,-3.228151,Fountainbridge / Craiglockhart
EH11 1NT,55.935411,-3.219276,Morningside
EH11 1NU,55.932153,-3.224311,Morningside
EH11 1NW,55.930348,-3.226031,Morningside
EH11 1NX,55.936597,-3.227413,Fountainbridge / Craiglockhart
EH11 1NY,55.93631,-3.228221,Fountainbridge / Craiglockhart
EH11 1NZ,55.936133,-3.227943,Fountainbridge / Craiglockhart
EH11 1PA,55.935952,-3.228994,Fountainbridge / Craiglockhart
EH11 1PB,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1PD,55.935164,-3.229209,Fountainbridge / Craiglockhart
EH11 1PE,55.935257,-3.229372,Fountainbridge / Craiglockhart
EH11 1PF,55.935082,-3.22975,Fountainbridge / Craiglockhart
EH11 1PG,55.935082,-3.22975,Fountainbridge / Craiglockhart
EH11 1PH,55.935595,-3.231464,Sighthill / Gorgie
EH11 1PJ,55.934828,-3.230015,Fountainbridge / Craiglockhart
EH11 1PL,55.934223,-3.2299,Fountainbridge / Craiglockhart
EH11 1PN,55.933927,-3.230274,Fountainbridge / Craiglockhart
EH11 1PP,55.934696,-3.230619,Fountainbridge / Craiglockhart
EH11 1PQ,55.934828,-3.230015,Fountainbridge / Craiglockhart
EH11 1PR,55.934932,-3.231298,Fountainbridge / Craiglockhart
EH11 1PS,55.934496,-3.234406,Sighthill / Gorgie
EH11 1PT,55.935082,-3.235177,Sighthill / Gorgie
EH11 1PU,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1PW,55.934265,-3.230557,Fountainbridge / Craiglockhart
EH11 1PX,55.935128,-3.235083,Sighthill / Gorgie
EH11 1PY,55.935814,-3.236513,Sighthill / Gorgie
EH11 1PZ,55.935632,-3.235883,Sighthill / Gorgie
EH11 1QA,55.936445,-3.236293,Sighthill / Gorgie
EH11 1QB,55.935595,-3.231464,Sighthill / Gorgie
EH11 1QD,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1QE,55.933945,-3.232067,Fountainbridge / Craiglockhart
EH11 1QF,55.932254,-3.23315,Fountainbridge / Craiglockhart
EH11 1QG,55.933017,-3.232246,Fountainbridge / Craiglockhart
EH11 1QH,55.933689,-3.231595,Fountainbridge / Craiglockhart
EH11 1QJ,55.9336,-3.230632,Fountainbridge / Craiglockhart
EH11 1QL,55.934166,-3.23153,Fountainbridge / Craiglockhart
EH11 1QN,55.934465,-3.231236,Fountainbridge / Craiglockhart
EH11 1QP,55.933382,-3.233554,Fountainbridge / Craiglockhart
EH11 1QQ,55.932702,-3.2323,Fountainbridge / Craiglockhart
EH11 1QR,55.933746,-3.233934,Fountainbridge / Craiglockhart
EH11 1QS,55.933312,-3.23424,Fountainbridge / Craiglockhart
EH11 1QT,55.933035,-3.2346,Fountainbridge / Craiglockhart
EH11 1QU,55.93355,-3.235241,Sighthill / Gorgie
EH11 1QW,55.934149,-3.233195,Fountainbridge / Craiglockhart
EH11 1QX,55.933968,-3.234229,Sighthill / Gorgie
EH11 1QY,55.933017,-3.235031,Fountainbridge / Craiglockhart
EH11 1QZ,55.932498,-3.234759,Fountainbridge / Craiglockhart
EH11 1RA,55.93415,-3.233131,Fountainbridge / Craiglockhart
EH11 1RB,55.934141,-3.233146,Fountainbridge / Craiglockhart
EH11 1RD,55.933716,-3.231564,Fountainbridge / Craiglockhart
EH11 1RE,55.933412,-3.230114,Fountainbridge / Craiglockhart
EH11 1RF,55.932663,-3.229018,Fountainbridge / Craiglockhart
EH11 1RG,55.932147,-3.228089,Fountainbridge / Craiglockhart
EH11 1RH,55.931807,-3.229311,Fountainbridge / Craiglockhart
EH11 1RJ,55.931296,-3.230111,Fountainbridge / Craiglockhart
EH11 1RL,55.931039,-3.22975,Fountainbridge / Craiglockhart
EH11 1RN,55.930296,-3.231231,Fountainbridge / Craiglockhart
EH11 1RP,55.930022,-3.229014,Fountainbridge / Craiglockhart
EH11 1RQ,55.932191,-3.228618,Fountainbridge / Craiglockhart
EH11 1RR,55.931156,-3.227865,Fountainbridge / Craiglockhart
EH11 1RS,55.931523,-3.228485,Fountainbridge / Craiglockhart
EH11 1RT,55.932256,-3.227484,Fountainbridge / Craiglockhart
EH11 1RU,55.932663,-3.228153,Fountainbridge / Craiglockhart
EH11 1RW,55.9308,-3.229343,Fountainbridge / Craiglockhart
EH11 1RX,55.933088,-3.228807,Fountainbridge / Craiglockhart
EH11 1RY,55.933502,-3.229652,Fountainbridge / Craiglockhart
EH11 1RZ,55.929892,-3.228514,Fountainbridge / Craiglockhart
EH11 1SA,55.935305,-3.227244,Fountainbridge / Craiglockhart
EH11 1SB,55.935305,-3.227244,Fountainbridge / Craiglockhart
EH11 1SD,55.934977,-3.227634,Fountainbridge / Craiglockhart
EH11 1SE,55.933721,-3.228363,Fountainbridge / Craiglockhart
EH11 1SF,55.93442,-3.228577,Fountainbridge / Craiglockhart
EH11 1SG,55.934069,-3.228646,Fountainbridge / Craiglockhart
EH11 1SH,55.933725,-3.228523,Fountainbridge / Craiglockhart
EH11 1SJ,55.933238,-3.229068,Fountainbridge / Craiglockhart
EH11 1SL,55.932386,-3.229761,Fountainbridge / Craiglockhart
EH11 1SN,55.933011,-3.230229,Fountainbridge / Craiglockhart
EH11 1SP,55.932646,-3.230794,Fountainbridge / Craiglockhart
EH11 1SQ,55.933578,-3.229239,Fountainbridge / Craiglockhart
EH11 1SR,55.931621,-3.230841,Fountainbridge / Craiglockhart
EH11 1SS,55.932088,-3.231768,Fountainbridge / Craiglockhart
EH11 1ST,55.931317,-3.23152,Fountainbridge / Craiglockhart
EH11 1SU,55.931705,-3.232285,Fountainbridge / Craiglockhart
EH11 1SW,55.932223,-3.229964,Fountainbridge / Craiglockhart
EH11 1SX,55.931136,-3.231706,Fountainbridge / Craiglockhart
EH11 1SY,55.930934,-3.232116,Fountainbridge / Craiglockhart
EH11 1SZ,55.931011,-3.232519,Fountainbridge / Craiglockhart
EH11 1TA,55.931585,-3.232585,Fountainbridge / Craiglockhart
EH11 1TB,55.936466,-3.225248,Fountainbridge / Craiglockhart
EH11 1TD,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1TE,55.938276,-3.230268,Sighthill / Gorgie
EH11 1TF,55.937869,-3.230527,Sighthill / Gorgie
EH11 1TG,55.937579,-3.230774,Sighthill / Gorgie
EH11 1TH,55.93787,-3.23136,Sighthill / Gorgie
EH11 1TJ,55.937586,-3.232775,Sighthill / Gorgie
EH11 1TL,55.93724,-3.232316,Sighthill / Gorgie
EH11 1TN,55.936735,-3.231644,Sighthill / Gorgie
EH11 1TP,55.936559,-3.232134,Sighthill / Gorgie
EH11 1TQ,55.937829,-3.230958,Sighthill / Gorgie
EH11 1TR,55.936914,-3.232514,Sighthill / Gorgie
EH11 1TS,55.937243,-3.232941,Sighthill / Gorgie
EH11 1TT,55.937408,-3.23349,Sighthill / Gorgie
EH11 1TU,55.937044,-3.234807,Sighthill / Gorgie
EH11 1TW,55.936183,-3.231946,Sighthill / Gorgie
EH11 1TX,55.936799,-3.236513,Sighthill / Gorgie
EH11 1TZ,55.93742,-3.231345,Sighthill / Gorgie
EH11 1UA,55.937085,-3.233432,Sighthill / Gorgie
EH11 1UB,55.93699,-3.233957,Sighthill / Gorgie
EH11 1UD,55.93673,-3.232972,Sighthill / Gorgie
EH11 1UE,55.936634,-3.233562,Sighthill / Gorgie
EH11 1UF,55.936315,-3.233119,Sighthill / Gorgie
EH11 1UG,55.936296,-3.232398,Sighthill / Gorgie
EH11 1UH,55.93542,-3.232435,Sighthill / Gorgie
EH11 1UJ,55.934737,-3.232829,Sighthill / Gorgie
EH11 1UL,55.934482,-3.233173,Sighthill / Gorgie
EH11 1UN,55.935466,-3.232724,Sighthill / Gorgie
EH11 1UP,55.936194,-3.233612,Sighthill / Gorgie
EH11 1UQ,55.935934,-3.232643,Sighthill / Gorgie
EH11 1UR,55.93653,-3.234071,Sighthill / Gorgie
EH11 1US,55.934556,-3.23388,Sighthill / Gorgie
EH11 1UT,55.936868,-3.234482,Sighthill / Gorgie
EH11 1UU,55.935287,-3.233535,Sighthill / Gorgie
EH11 1UW,55.935821,-3.233152,Sighthill / Gorgie
EH11 1UY,55.93691,-3.235684,Sighthill / Gorgie
EH11 1UZ,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1WF,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1WG,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1WH,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1WJ,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1WL,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1WN,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1WP,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1WQ,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1WS,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1WT,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1WU,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1WW,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1WX,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XA,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XB,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XD,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1XE,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1XG,55.93583,-3.233152,Sighthill / Gorgie
EH11 1XH,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XJ,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XL,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XN,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XP,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XQ,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XR,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XS,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XT,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XU,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XW,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XX,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1XY,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1XZ,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1YA,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1YB,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1YD,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1YE,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1YF,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1YG,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1YH,55.928946,-3.302221,Drum Brae / Gyle
EH11 1YJ,55.936466,-3.225248,Fountainbridge / Craiglockhart
EH11 1YL,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1YN,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1YP,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1YQ,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1YR,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1YS,55.928946,-3.302221,Drum Brae / Gyle
EH11 1YT,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1YU,55.928946,-3.302221,Drum Brae / Gyle
EH11 1YW,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1YX,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1YY,55.936466,-3.225248,Fountainbridge / Craiglockhart
EH11 1YZ,55.936145,-3.22591,Fountainbridge / Craiglockhart
EH11 1ZD,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1ZF,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1ZG,55.943311,-3.232669,Corstorphine / Murrayfield
EH11 1ZH,55.935372,-3.236659,Sighthill / Gorgie
EH11 1ZJ,55.94028,-3.213538,Morningside
EH11 2AA,55.943838,-3.218484,Sighthill / Gorgie
EH11 2AB,55.943516,-3.219226,Sighthill / Gorgie
EH11 2AD,55.942981,-3.218809,Sighthill / Gorgie
EH11 2AE,55.943018,-3.219643,Sighthill / Gorgie
EH11 2AF,55.94268,-3.219264,Sighthill / Gorgie
EH11 2AG,55.942465,-3.219273,Sighthill / Gorgie
EH11 2AH,55.942286,-3.218275,Sighthill / Gorgie
EH11 2AJ,55.942738,-3.217953,Sighthill / Gorgie
EH11 2AL,55.942639,-3.217117,Sighthill / Gorgie
EH11 2AN,55.942922,-3.21663,Sighthill / Gorgie
EH11 2AP,55.94299,-3.217881,Sighthill / Gorgie
EH11 2AQ,55.942161,-3.219039,Sighthill / Gorgie
EH11 2AR,55.943651,-3.218302,Sighthill / Gorgie
EH11 2AS,55.943414,-3.218662,Sighthill / Gorgie
EH11 2AT,55.941956,-3.218921,Sighthill / Gorgie
EH11 2AU,55.944521,-3.219434,Sighthill / Gorgie
EH11 2AW,55.943158,-3.217309,Sighthill / Gorgie
EH11 2AX,55.943987,-3.218905,Sighthill / Gorgie
EH11 2AY,55.944388,-3.218341,Sighthill / Gorgie
EH11 2AZ,55.943847,-3.218468,Sighthill / Gorgie
EH11 2BA,55.944949,-3.217926,Sighthill / Gorgie
EH11 2BB,55.940457,-3.227839,Sighthill / Gorgie
EH11 2BD,55.945187,-3.217918,Sighthill / Gorgie
EH11 2BE,55.945352,-3.218051,City Centre
EH11 2BF,55.935904,-3.242311,Sighthill / Gorgie
EH11 2BG,55.945727,-3.217342,City Centre
EH11 2BH,55.945236,-3.217086,Sighthill / Gorgie
EH11 2BJ,55.945104,-3.216746,Sighthill / Gorgie
EH11 2BL,55.945064,-3.216328,Sighthill / Gorgie
EH11 2BN,55.944878,-3.216034,Sighthill / Gorgie
EH11 2BP,55.944515,-3.216343,Sighthill / Gorgie
EH11 2BQ,55.945225,-3.217214,Sighthill / Gorgie
EH11 2BR,55.944584,-3.21665,Sighthill / Gorgie
EH11 2BS,55.94467,-3.217021,Sighthill / Gorgie
EH11 2BT,55.944774,-3.21744,Sighthill / Gorgie
EH11 2BU,55.9448,-3.217553,Sighthill / Gorgie
EH11 2BW,55.944358,-3.215874,Sighthill / Gorgie
EH11 2BX,55.944407,-3.217782,Sighthill / Gorgie
EH11 2BY,55.944197,-3.216734,Sighthill / Gorgie
EH11 2BZ,55.944221,-3.217935,Sighthill / Gorgie
EH11 2DA,55.943977,-3.217127,Sighthill / Gorgie
EH11 2DB,55.943557,-3.216009,Sighthill / Gorgie
EH11 2DD,55.943154,-3.216333,Sighthill / Gorgie
EH11 2DE,55.943243,-3.216928,Sighthill / Gorgie
EH11 2DF,55.943619,-3.217036,Sighthill / Gorgie
EH11 2DG,55.943834,-3.217971,Sighthill / Gorgie
EH11 2DH,55.940457,-3.227839,Sighthill / Gorgie
EH11 2DJ,55.943218,-3.232954,Corstorphine / Murrayfield
EH11 2DL,55.943252,-3.231338,Corstorphine / Murrayfield
EH11 2DN,55.94191,-3.221689,Sighthill / Gorgie
EH11 2DP,55.943797,-3.219939,Sighthill / Gorgie
EH11 2DQ,55.940457,-3.227839,Sighthill / Gorgie
EH11 2DR,55.943139,-3.220111,Sighthill / Gorgie
EH11 2DS,55.928946,-3.302221,Drum Brae / Gyle
EH11 2DT,55.941722,-3.21989,Sighthill / Gorgie
EH11 2DU,55.942905,-3.220135,Sighthill / Gorgie
EH11 2DW,55.943708,-3.219824,Sighthill / Gorgie
EH11 2DX,55.942687,-3.220017,Sighthill / Gorgie
EH11 2DY,55.942021,-3.221053,Sighthill / Gorgie
EH11 2DZ,55.94281,-3.220661,Sighthill / Gorgie
EH11 2EA,55.942659,-3.221009,Sighthill / Gorgie
EH11 2EB,55.942412,-3.221433,Sighthill / Gorgie
EH11 2ED,55.941902,-3.221625,Sighthill / Gorgie
EH11 2EE,55.94392,-3.219736,Sighthill / Gorgie
EH11 2EF,55.941924,-3.222138,Sighthill / Gorgie
EH11 2EG,55.941516,-3.22339,Sighthill / Gorgie
EH11 2EH,55.941486,-3.223725,Sighthill / Gorgie
EH11 2EJ,55.941845,-3.224617,Sighthill / Gorgie
EH11 2EL,55.9418,-3.225528,Sighthill / Gorgie
EH11 2EN,55.941511,-3.224767,Sighthill / Gorgie
EH11 2EP,55.941188,-3.223908,Sighthill / Gorgie
EH11 2EQ,55.940593,-3.224081,Sighthill / Gorgie
EH11 2ER,55.940789,-3.225176,Sighthill / Gorgie
EH11 2ES,55.940641,-3.224643,Sighthill / Gorgie
EH11 2ET,55.941915,-3.221209,Sighthill / Gorgie
EH11 2EU,55.944061,-3.219148,Sighthill / Gorgie
EH11 2EW,55.941293,-3.224119,Sighthill / Gorgie
EH11 2EX,55.942061,-3.222799,Sighthill / Gorgie
EH11 2EY,55.944123,-3.220174,Sighthill / Gorgie
EH11 2EZ,55.94281,-3.221574,Sighthill / Gorgie
EH11 2FA,55.938651,-3.227415,Sighthill / Gorgie
EH11 2FB,55.938261,-3.227786,Sighthill / Gorgie
EH11 2HA,55.942832,-3.222551,Sighthill / Gorgie
EH11 2HB,55.942553,-3.222158,Sighthill / Gorgie
EH11 2HD,55.942609,-3.222784,Sighthill / Gorgie
EH11 2HE,55.942679,-3.223875,Sighthill / Gorgie
EH11 2HF,55.94297,-3.223548,Sighthill / Gorgie
EH11 2HG,55.943231,-3.224389,Sighthill / Gorgie
EH11 2HJ,55.942827,-3.22444,Sighthill / Gorgie
EH11 2HL,55.943232,-3.225285,Sighthill / Gorgie
EH11 2HN,55.94304,-3.225568,Sighthill / Gorgie
EH11 2HP,55.942403,-3.226348,Sighthill / Gorgie
EH11 2HQ,55.943352,-3.224056,Sighthill / Gorgie
EH11 2HR,55.942654,-3.225491,Sighthill / Gorgie
EH11 2HS,55.941582,-3.225858,Sighthill / Gorgie
EH11 2HT,55.941894,-3.226108,Sighthill / Gorgie
EH11 2HU,55.942307,-3.225224,Sighthill / Gorgie
EH11 2HW,55.942335,-3.22601,Sighthill / Gorgie
EH11 2HX,55.942562,-3.2244,Sighthill / Gorgie
EH11 2HY,55.942074,-3.224224,Sighthill / Gorgie
EH11 2HZ,55.942303,-3.223783,Sighthill / Gorgie
EH11 2JA,55.941705,-3.223396,Sighthill / Gorgie
EH11 2JB,55.942055,-3.222975,Sighthill / Gorgie
EH11 2JD,55.942005,-3.226608,Sighthill / Gorgie
EH11 2JG,55.93994,-3.22555,Sighthill / Gorgie
EH11 2JH,55.939589,-3.226483,Sighthill / Gorgie
EH11 2JJ,55.93953,-3.22709,Sighthill / Gorgie
EH11 2JL,55.938335,-3.22662,Sighthill / Gorgie
EH11 2JN,55.93874,-3.226056,Sighthill / Gorgie
EH11 2JP,55.937385,-3.225837,Fountainbridge / Craiglockhart
EH11 2JQ,55.939617,-3.226052,Sighthill / Gorgie
EH11 2JR,55.937837,-3.225579,Fountainbridge / Craiglockhart
EH11 2JS,55.937735,-3.22588,Fountainbridge / Craiglockhart
EH11 2JT,55.938029,-3.225281,Fountainbridge / Craiglockhart
EH11 2JU,55.938442,-3.225262,Sighthill / Gorgie
EH11 2JW,55.937822,-3.226235,Sighthill / Gorgie
EH11 2JX,55.938795,-3.224105,Fountainbridge / Craiglockhart
EH11 2JY,55.938908,-3.224492,Sighthill / Gorgie
EH11 2JZ,55.938986,-3.22568,Sighthill / Gorgie
EH11 2LA,55.938582,-3.228853,Sighthill / Gorgie
EH11 2LB,55.93826,-3.225561,Sighthill / Gorgie
EH11 2LE,55.938421,-3.229264,Sighthill / Gorgie
EH11 2LF,55.937521,-3.226658,Sighthill / Gorgie
EH11 2LG,55.94051,-3.225151,Sighthill / Gorgie
EH11 2LH,55.940078,-3.22613,Sighthill / Gorgie
EH11 2LJ,55.940772,-3.225944,Sighthill / Gorgie
EH11 2LL,55.94077,-3.227065,Sighthill / Gorgie
EH11 2LN,55.940659,-3.227878,Sighthill / Gorgie
EH11 2LP,55.94213,-3.228998,Sighthill / Gorgie
EH11 2LQ,55.940379,-3.225724,Sighthill / Gorgie
EH11 2LS,55.942437,-3.230128,Sighthill / Gorgie
EH11 2LT,55.940285,-3.227946,Sighthill / Gorgie
EH11 2LU,55.940137,-3.228358,Sighthill / Gorgie
EH11 2LW,55.940899,-3.228542,Sighthill / Gorgie
EH11 2LX,55.939553,-3.227971,Sighthill / Gorgie
EH11 2LY,55.939595,-3.228661,Sighthill / Gorgie
EH11 2LZ,55.939195,-3.227255,Sighthill / Gorgie
EH11 2NA,55.939262,-3.226889,Sighthill / Gorgie
EH11 2NB,55.938964,-3.228449,Sighthill / Gorgie
EH11 2ND,55.939613,-3.230406,Sighthill / Gorgie
EH11 2NE,55.939079,-3.228981,Sighthill / Gorgie
EH11 2NF,55.939045,-3.229764,Sighthill / Gorgie
EH11 2NG,55.938863,-3.229918,Sighthill / Gorgie
EH11 2NH,55.940566,-3.230869,Sighthill / Gorgie
EH11 2NJ,55.938821,-3.230509,Sighthill / Gorgie
EH11 2NL,55.939133,-3.23172,Sighthill / Gorgie
EH11 2NN,55.942997,-3.227135,Sighthill / Gorgie
EH11 2NP,55.938542,-3.230565,Sighthill / Gorgie
EH11 2NQ,55.940023,-3.230788,Sighthill / Gorgie
EH11 2NR,55.938376,-3.231007,Sighthill / Gorgie
EH11 2NS,55.938224,-3.231435,Sighthill / Gorgie
EH11 2NT,55.938069,-3.232118,Sighthill / Gorgie
EH11 2NU,55.937943,-3.23213,Sighthill / Gorgie
EH11 2NX,55.937833,-3.233248,Sighthill / Gorgie
EH11 2NY,55.937901,-3.233554,Sighthill / Gorgie
EH11 2NZ,55.937816,-3.233983,Sighthill / Gorgie
EH11 2PA,55.937937,-3.234532,Sighthill / Gorgie
EH11 2PB,55.938228,-3.234157,Sighthill / Gorgie
EH11 2PD,55.93835,-3.234481,Sighthill / Gorgie
EH11 2PE,55.93828,-3.235263,Sighthill / Gorgie
EH11 2PF,55.93817,-3.2363,Sighthill / Gorgie
EH11 2PG,55.937967,-3.236005,Sighthill / Gorgie
